gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	gene_ID	unitpro	up_evalue	cel	cel_evalue	dmel	dmel_evalue	spur_acc	spur_evalue
LOC105323227	DNA ligase 1	2	0.12224856415806	1.74168174379633	0.487254280279011	0.250892745545629	0.0818969640487461	1.72016585644992e-83	9.20474511113205e-78	DNA ligase 1	Q40642.1	5.02e-20	T21H3.3a.1	8.16e-19	Cam-PD	1.81e-19	XP_011675926.1	2.49e-19
LOC105323226	FK506-binding protein 2	1	0.395517501480618	13.213734983662	0.636743215031315	0.621156994128578	0.201174847933467	1.34373437292611e-184	7.19043012827742e-179	FK506-binding protein 2	Q2YDL5.1	3.75e-23	C05C8.3.2	3.93e-18	Fkbp14-PD	2.23e-17	XP_786433.3	2e-14
LOC105317489	serine-rich adhesin for platelets	9	0.641024131415347	2.71368222768513	0.938628158844765	0.682937247700197	0.735087852645646	9.90574500208303e-194	5.30064339657464e-188	serine-rich adhesin for platelets	Q8FUI7.2	0.59	T02C5.5b.1	1.6	CG7879-PB	0.86	XP_030849397.1	0.19
LOC105325141	uncharacterized LOC105325141	9	0.642420297562834	1.88285445776095	0.768953068592058	0.835447992605188	0.576196314186558	1.61396374023037e-151	8.63644909107191e-146	uncharacterized LOC105325141	Q6C0K9.1	1.3	K09B11.9a.1	7.1	Cyt-c-p-PB	4.7	XP_030836234.1	0.86
LOC105342359	uncharacterized LOC105342359	5	0.217585981126306	3.02096696524091	0.575328614762386	0.378194262449765	0.229823002584721	1.27117674155571e-116	6.80216843820393e-111	uncharacterized LOC105342359	P25666.2	1.83e-07	T11F9.12.1	5.83e-11	comt-PB	9.5	XP_030839462.1	3.7
LOC117683284	atrial natriuretic peptide receptor 2-like	13	0.287873163875161	0.978280429306273	0.758620689655172	0.379469170562712	0.277532649580188	6.99237212453454e-17	3.74167426281543e-11	atrial natriuretic peptide receptor 2-like	P18910.1	0	T01A4.1a.1	3.82e-158	CG3216-PC	1.34e-172	XP_030856213.1	0
LOC105345761	1,5-anhydro-D-fructose reductase-like	3	0.221149614510199	0.569544624544646	0.532781228433402	0.41508522205347	0.184997388119272	3.04518989066568e-110	1.62950547201433e-104	1,5-anhydro-D-fructose reductase-like	P82125.2	5.25e-111	Y39G8B.1a.1	2.23e-90	Akr1B-PD	1e-96	XP_782054.2	3.66e-101
LOC105341493	PIN2/TERF1-interacting telomerase inhibitor 1	6	0.19022167841595	6.43899124433582	0.967654986522911	0.196580063209798	0.263056984416355	5.39008977233835e-82	2.88428015789643e-76	PIN2/TERF1-interacting telomerase inhibitor 1	Q96BK5.2	1.21e-50	T23G7.3.1	7.12e-29	CG11180-PB	1.87e-18	XP_030849246.1	5.55e-51
LOC105334990	uncharacterized LOC105334990_ncRNA	11	0.550813647005653	14.0365794107182	0.808510638297872	0.68126951077015	0.541742389634771	2.02529815072603e-44	1.08375324283871e-38	uncharacterized LOC105334990_ncRNA	""		""		""		""	
LOC105334984	radial spoke head 14 homolog	11	0.52845371549665	7.72699890089184	0.936170212765957	0.564484650644149	0.634615872957926	8.91281589316444e-52	4.76931908695944e-46	radial spoke head 14 homolog	Q9D3W1.1	4.65e-101	Y71H2B.10c.1	0.003	p120ctn-PA	0.006	XP_785178.2	4.55e-158
LOC105322396	ras association domain-containing protein 9	13	0.326849002948397	4.91278418736789	0.896551724137931	0.364562349442443	0.307672751516777	1.50050962344518e-18	8.02934703582505e-13	ras association domain-containing protein 9	O75901.2	1.06e-24	K05B2.2a.1	1.44e-06	meru-PC	1.52e-10	XP_030845512.1	3.68e-16
LOC105327784	cholecystokinin receptor type A	9	0.676435772289071	1.70011607950492	0.783393501805054	0.863468704719229	0.614222899272529	1.39476260704943e-161	7.46348629133008e-156	cholecystokinin receptor type A	P70031.1	1.86e-08	T05A1.1b.1	6.15e-09	sNPF-R-PB	2.12e-06	XP_003725989.2	1.33e-16
LOC105322769	contactin	2	0.258338072344533	3.59995280064188	0.776664552948637	0.332625032729694	0.233873326948268	3.02731693043513e-239	1.61994150801128e-233	contactin	Q9VN14.2	2.14e-177	C33F10.5d.1	6.05e-72	Cont-PA	1.27e-170	XP_030829353.1	2.73e-92
LOC105325951	uncharacterized LOC105325951	6	0.387462852635864	4.32774932863399	0.795148247978437	0.487283790942053	0.446147782691237	1.15301964041771e-138	6.16990033744638e-133	uncharacterized LOC105325951	O35607.1	6.75e-107	F29C4.1a.1	1.59e-37	wit-PA	8.5e-100	XP_790983.2	1.12e-117
LOC105325948	transient receptor potential cation channel subfamily M member-like 2	3	0.524882610571117	9.98874339849292	0.92615596963423	0.566732416332003	0.59093687788931	0	0	transient receptor potential cation channel subfamily M member-like 2	A7T1N0.1	1.02e-97	ZK512.3.1	1.34e-59	Trpm-PJ	5.4e-34	XP_030829334.1	8.19e-84
LOC105332280	uncharacterized LOC105332280	7	0.467283907878058	5.18379911867933	0.564864864864865	0.82724902351618	0.368773424294463	1.87193643203853e-114	1.00168816027528e-108	uncharacterized LOC105332280	B4MQJ1.2	9.68e-15	F57B1.1.1	2.8	qvr-PB	3.19e-14	XP_030848427.1	0.011
LOC105338081	ropporin-1-like protein	11	0.483333584904628	12.1344854808485	0.957446808510638	0.504815077567056	0.610839130913143	6.82554534972221e-50	3.65240392099915e-44	ropporin-1-like protein	Q4V7T8.1	9.52e-90	F36D4.3a.1	0.92	CG14692-PE	0.002	XP_793854.3	1.68e-115
LOC105318287	U1 small nuclear ribonucleoprotein 70 kDa	14	0.174340695146608	12.845348725956	1	0.174340695146608	0.155103763375798	1.15688649040907e-08	0.00619059216109815	U1 small nuclear ribonucleoprotein 70 kDa	Q66II8.1	1.5e-81	K04G7.10.2	7.96e-81	snRNP-U1-70K-PC	9.32e-65	XP_781203.4	2.14e-86
LOC105318289	centrosome and spindle pole-associated protein 1	11	0.531936760096108	22.6047003059134	1	0.531936760096108	0.82549670102667	6.33427391668272e-67	3.38952064700826e-61	centrosome and spindle pole-associated protein 1	B2RX88.2	0.007	F47D12.4c.2	1.5	CG15563-PA	0.000416	XP_001195971.3	5.07e-16
LOC105325443	tyrosyl-DNA phosphodiesterase 2	8	0.268591149758174	1.66094635015404	0.455974842767296	0.589048176711031	0.215862408341685	5.59593786595735e-62	2.99443111957671e-56	tyrosyl-DNA phosphodiesterase 2	A5D8M0.1	6.14e-84	Y63D3A.4.1	3.43e-49	p47-PA	0.45	XP_030830225.1	9.85e-59
LOC105346986	trichohyalin	5	0.59680895421899	11.3230105897197	0.719919110212336	0.828994460284524	0.457907537752206	1.16475497758335e-233	6.23269706544673e-228	trichohyalin	Q7M3Y3.2	1.19e-35	W03F8.1.2	5.33e-24	wupA-PB	2.81e-11	XP_030845572.1	9.73e-11
LOC105338950	uncharacterized LOC105338950	12	0.609191729973019	23.0918476213807	0.96875	0.628843076101181	0.697394133637446	4.634417701605e-43	2.47991398747045e-37	uncharacterized LOC105338950	O95832.1	0.008	ZK285.1.1	0.21	Npc1b-PA	1.7	XP_781606.2	0.31
LOC105347950	uncharacterized LOC105347950	6	0.4949946308568	5.28652447778732	0.873315363881402	0.566799407555163	0.58685930565737	9.78033560548572e-183	5.23353582518025e-177	uncharacterized LOC105347950	A6LLK6.1	2.4	ZK112.7.1	3	CG42749-PB	4.45e-48	XP_030832622.1	2
LOC105325519	uncharacterized LOC105325519	1	0.339255455796032	7.02708632352849	0.976086543936231	0.347566983587263	0.518205742068112	0	0	uncharacterized LOC105325519	O33832.1	0.31	ZK563.4a.1	1.2	""		XP_800016.1	0.086
LOC105339411	aromatic-L-amino-acid decarboxylase	3	0.246794321697606	0.907143223363526	0.37336093857833	0.661007342217801	0.186344980479821	4.8311444733841e-111	2.58518405686362e-105	aromatic-L-amino-acid decarboxylase	P05031.4	0	K01C8.3b.1	0	Ddc-PC	0	XP_030847962.1	0
LOC105339970	uncharacterized LOC105339970	10	0.249032976969996	10.0106813983802	0.888235294117647	0.280368252217876	0.380286094324117	2.21041977552859e-74	1.18281330524355e-68	uncharacterized LOC105339970	A8F3J8.1	0.39	F41A4.1.1	0.47	CG42346-PD	4.8	XP_030854963.1	0.96
LOC105339970	uncharacterized LOC105339970	9	0.586774936929496	25.1779275409554	1	0.586774936929496	0.8532968108054	2.03896174940406e-225	1.09106474380011e-219	uncharacterized LOC105339970	A8F3J8.1	0.39	F41A4.1.1	0.47	CG42346-PD	4.8	XP_030854963.1	0.96
LOC105339976	uncharacterized LOC105339976	9	0.550682073346867	1.18943937625345	0.747292418772563	0.73690306433373	0.525157619197355	4.75291094458096e-138	2.54332066973283e-132	uncharacterized LOC105339976	Q9QZM6.1	1.9	T23G5.2b.1	1.6	CG6830-PA	4.4	XP_030841247.1	8.2
LOC105339977	uncharacterized LOC105339977	10	0.256508983556801	16.5111006868697	0.952941176470588	0.269176093855902	0.440148589080455	6.50034031287645e-86	3.47838410414269e-80	uncharacterized LOC105339977	Q07E01.1	2.4	D2092.4.1	2.7	kek4-PC	1.6	""	
LOC105339977	uncharacterized LOC105339977	9	0.6068620194665	45.4293064749035	1	0.6068620194665	0.862888048325168	5.3415181946075e-228	2.85828911808003e-222	uncharacterized LOC105339977	Q07E01.1	2.4	D2092.4.1	2.7	kek4-PC	1.6	""	
LOC105324927	contactin-like	1	0.370354652169834	3.32158038464049	0.918200797115202	0.403348214609933	0.523481090540639	0	0	contactin-like	Q9VN14.2	5.38e-172	C18F3.2c.1	7.92e-49	Cont-PA	1.22e-165	XP_030839344.1	8.51e-102
LOC105324927	contactin-like	13	0.321275644979192	2.59044295722624	0.96551724137931	0.33274977515702	0.308082918231265	1.42411231063451e-18	7.62053890319012e-13	contactin-like	Q9VN14.2	5.38e-172	C18F3.2c.1	7.92e-49	Cont-PA	1.22e-165	XP_030839344.1	8.51e-102
LOC105332629	twitchin	5	0.226504604446566	1.3611255575894	0.345803842264914	0.655008929232906	0.157564599330323	3.30245703861387e-80	1.76717118101859e-74	twitchin	Q23551.3	0	ZK617.1b.3	0	bt-PF	0	XP_030829655.1	0
LOC105332609	uncharacterized LOC105332609_ncRNA	10	0.35531234112812	13.7171940692435	0.905882352941176	0.392227909037535	0.457859527763987	2.48720318499374e-89	1.33092232191563e-83	uncharacterized LOC105332609_ncRNA	""		""		""		""	
LOC105332606	transcription factor GATA-4	14	0.440326817554531	19.0968712996271	0.956521739130435	0.460341672897919	0.470752531453846	2.53329391883017e-23	1.35558584231737e-17	transcription factor GATA-4	Q91677.1	1.42e-86	W09C2.1b.1	4.89e-47	pnr-PD	5.74e-63	NP_001005725.1	2.14e-68
LOC105332606	transcription factor GATA-4	6	0.289801647237211	10.9112371776625	0.973045822102426	0.297829393698076	0.618586495715706	9.73423879916893e-193	5.20886905534569e-187	transcription factor GATA-4	Q91677.1	1.42e-86	W09C2.1b.1	4.89e-47	pnr-PD	5.74e-63	NP_001005725.1	2.14e-68
LOC105332597	ATP-dependent RNA helicase DDX55	3	0.225619844414713	1.48770276059924	0.783988957902001	0.287784467039542	0.272563093349701	1.63840377279583e-162	8.76722966053233e-157	ATP-dependent RNA helicase DDX55	Q6AZV7.1	0	ZK512.2a.1	9.47e-120	CG9630-PA	5.08e-176	XP_030830917.1	0
LOC105333153	poly(rC)-binding protein 3	5	0.238750845731577	18.3137521827915	0.887765419615774	0.26893460868853	0.249947708587722	8.09423925800978e-127	4.3312921808751e-121	poly(rC)-binding protein 3	P57721.2	1.46e-125	Y119D3B.17.1	3.81e-87	mub-PE	2.32e-104	XP_030828957.1	9.97e-130
LOC105319359	myb-like protein X	14	0.226614969360122	180.542730325012	1	0.226614969360122	0.529358714158043	4.94739382942082e-26	2.64739001727371e-20	myb-like protein X	""		Y54F10AL.1a.1	1.2	""		XP_030847674.1	0.44
LOC105343398	lymphocyte-specific helicase	8	0.221234052326104	2.32734603850007	0.591194968553459	0.374215045955857	0.204639600032677	7.89744575672028e-59	4.22598640398708e-53	lymphocyte-specific helicase	Q9NRZ9.1	0	T14G8.1.1	5.79e-114	Mi-2-PD	9.31e-109	XP_030828525.1	0
LOC105342828	tissue factor pathway inhibitor	2	0.127865172758509	2.49263317049942	0.512745719720989	0.249373457135999	0.0877087167300439	2.41302275287393e-89	1.29122777924486e-83	tissue factor pathway inhibitor	P86862.1	5.97e-12	Y43F8B.3h.1	2.14e-10	Acp24A4-PC	2.86e-10	XP_030856210.1	4.37e-11
LOC105322006	protein unc-45 homolog B	5	0.349704311229436	4.51153643137855	0.787664307381193	0.443976333512082	0.350910328310543	2.40593359706621e-178	1.2874343152589e-172	protein unc-45 homolog B	D7REX8.1	0	F30H5.1.1	4.63e-162	unc-45-PB	0	XP_797752.4	0
LOC105333225	T-box brain protein 1	4	0.280635276673895	2.20729685874058	0.37207488299532	0.754244076930678	0.18013772202872	3.43314811753917e-102	1.83710502288015e-96	T-box brain protein 1	Q64336.2	1.91e-91	F21H11.3.2	6.33e-55	byn-PC	1.92e-60	XP_791266.2	1.23e-90
LOC105323125	uncharacterized LOC105323125	2	0.169134083762156	4.62051793839916	0.865948002536462	0.195316674057498	0.188213572076399	7.7688203900362e-192	4.15715794127149e-186	uncharacterized LOC105323125	Q5SW96.3	0.005	F46C5.8.2	4.7	CG14968-PA	3.85e-24	XP_003724780.2	6.8e-10
LOC105323125	uncharacterized LOC105323125	7	0.254990295960608	6.9967884677525	0.954054054054054	0.267270281885056	0.383380627826444	5.64187198592097e-119	3.0190108346422e-113	uncharacterized LOC105323125	Q5SW96.3	0.005	F46C5.8.2	4.7	CG14968-PA	3.85e-24	XP_003724780.2	6.8e-10
LOC105330942	uncharacterized LOC105330942	13	0.381887442683043	3.01659457038931	0.827586206896552	0.461447326575344	0.314839569655693	6.0218852252981e-19	3.22235895913881e-13	uncharacterized LOC105330942	Q06002.3	0.022	F36H1.3.1	2.4	""		XP_030843518.1	0.19
LOC105326339	regulating synaptic membrane exocytosis protein 1	7	0.255017473242726	1.86039382987042	0.413513513513514	0.616708922220972	0.206981800848863	1.10135020002241e-64	5.89341302833592e-59	regulating synaptic membrane exocytosis protein 1	Q9EQZ7.1	0	T10A3.1a.1	1.5e-50	Rim-PAA	5.19e-61	XP_030843472.1	2.44e-89
LOC105332962	mucin-2-like	12	0.63350473952194	5.94927907213759	0.8125	0.77969814095008	0.619914995528965	1.89585463623387e-38	1.01448698268583e-32	mucin-2-like	B3EWY9.1	1.22e-103	Y64G10A.7e.1	5.71e-45	frac-PC	8.52e-65	XP_030853966.1	0
LOC117688851	uncharacterized LOC117688851_ncRNA	10	0.180040369385767	1.15697481066524	0.305882352941177	0.588593515299622	0.144758650139134	3.03226904555267e-29	1.6225914244276e-23	uncharacterized LOC117688851_ncRNA	""		""		""		""	
LOC105332654	zinc finger protein 1-like	10	0.482167091315583	18.2157376688396	0.929411764705882	0.518787376731956	0.575643034775075	4.01250429965597e-112	2.14712315078031e-106	zinc finger protein 1-like	G5EBU4.1	1.06e-45	F28F9.1.1	9.38e-47	zfh1-PA	1.63e-40	XP_799337.3	2.47e-36
LOC105338251	homeobox protein Dlx6a	4	0.170156518635581	1.56426739723016	0.328393135725429	0.518148828719276	0.105129264481912	4.06902537635245e-60	2.17736803108921e-54	homeobox protein Dlx6a	P20009.3	1.15e-49	C28A5.4a.1	2.76e-28	Dll-PB	4.16e-35	NP_001123282.1	1.15e-37
LOC105338262	dual specificity protein kinase CLK2	5	0.243959876768282	4.74814022942085	0.759352881698686	0.321273392974475	0.177015658520822	5.5660793563506e-90	2.97845359221806e-84	dual specificity protein kinase CLK2	P49760.1	0	E02H4.3d.1	1.45e-148	Doa-PV	3.26e-178	XP_030830577.1	1.74e-170
LOC105338270	nitrogen regulatory protein GLN3	5	0.264076600737096	3.42692711346271	0.765419615773509	0.345008927515176	0.327833502912703	1.63993390519082e-166	8.77541752138849e-161	nitrogen regulatory protein GLN3	P52168.1	1.22e-48	W09C2.1b.1	6.14e-41	pnr-PD	2.32e-43	XP_011667273.1	3.09e-47
LOC105333436	chromobox protein homolog 1	14	0.169161222558136	19.87196836339	1	0.169161222558136	0.179993703407989	7.88655329119156e-10	0.000422015775854293	chromobox protein homolog 1	Q61686.1	2.12e-63	K08H2.6.1	1.58e-31	HP1b-PB	1.22e-46	XP_030829163.1	4.91e-54
LOC105344648	elongation of very long chain fatty acids protein 4	12	0.678285954259707	75.2787702664086	1	0.678285954259707	0.952269469795193	2.9793607651134e-58	1.5942797802983e-52	elongation of very long chain fatty acids protein 4	Q3S8M4.1	1.05e-111	F56H11.3.1	1.14e-18	CG31522-PF	9.37e-68	XP_030845097.1	2.18e-106
LOC105344649	elongation of very long chain fatty acids protein 4	12	0.688660554832525	16.6188024164641	1	0.688660554832525	0.901993591948029	2.97710203028143e-55	1.59307111321984e-49	elongation of very long chain fatty acids protein 4	Q9EQC4.2	1.59e-90	F56H11.4a.1	6.4e-20	CG31522-PF	2.72e-76	XP_030845095.1	4.71e-106
LOC105344655	uncharacterized LOC105344655	9	0.639450191350876	1.26213413614616	0.848375451263538	0.75373490640082	0.67978653802439	5.44934967499396e-179	2.91599060588667e-173	uncharacterized LOC105344655	B0UJ78.1	1.8	Y45F10D.13a.1	1.5	ksr-PD	4.9	XP_800040.1	1.6
LOC105342681	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2	2	0.142323760794381	2.33560112851885	0.716296766011414	0.198693848063686	0.0803749537859372	5.85002659427035e-82	3.13039603080682e-76	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2	P10688.1	0	K10F12.3b.1	1.14e-117	norpA-PE	2.95e-82	XP_030830012.1	8.96e-180
LOC105334171	two pore potassium channel protein sup-9	7	0.613407043117056	8.89250871564744	0.708108108108108	0.866261854783628	0.524820503961816	5.31819842241512e-163	2.84581052142171e-157	two pore potassium channel protein sup-9	O17185.2	2.25e-122	F34D6.3.1	1.98e-123	Task6-PE	6.87e-118	XP_030830349.1	3.1e-60
LOC105332384	transient receptor potential cation channel subfamily M member-like 2	12	0.535336499063149	7.35197844319271	0.84375	0.634472887778547	0.521710111740276	1.3203473834424e-32	7.06528447659094e-27	transient receptor potential cation channel subfamily M member-like 2	A7T1N0.1	0	F54D1.5.1	1.13e-104	Trpm-PJ	4.66e-138	XP_030829331.1	0
LOC105337692	uncharacterized LOC105337692	2	0.272688964249193	13.2647725254404	0.871147748890298	0.313022635478947	0.223146467493053	4.65920008683336e-228	2.49317524006523e-222	uncharacterized LOC105337692	C4JTH6.1	1.2	T05F1.4.1	5.7	RhoGAP18B-PD	2.9	XP_030830981.1	0.01
LOC105324775	RNA-binding protein 24-A	5	0.306390653147483	16.8774403930812	0.866531850353893	0.353582679069849	0.390731334911923	7.61325727892833e-199	4.07391487601278e-193	RNA-binding protein 24-A	Q6GQD3.1	4.62e-63	T22B2.4a.1	4.15e-52	sqd-PA	2.97e-14	XP_030830713.1	6.28e-47
LOC105328352	serine/arginine-rich splicing factor 7	14	0.179566577153313	17.2960693381005	1	0.179566577153313	0.175895157516359	1.22655563882172e-09	0.000656339734778614	serine/arginine-rich splicing factor 7	Q16629.1	4.25e-47	C33H5.12a.1	6.16e-26	x16-PB	2.07e-30	XP_030856427.1	2.47e-34
LOC105318857	uncharacterized LOC105318857	6	0.550483426649229	5.78464396058166	0.808625336927224	0.680764504289547	0.601632441096023	2.16826089017723e-187	1.16025374842096e-181	uncharacterized LOC105318857	Q9PTU3.1	0.99	C27A2.6.1	0.38	""		XP_030851525.1	3.2
LOC105348570	troponin T, skeletal muscle	5	0.754692391670973	36.4302114041897	0.906976744186047	0.832096739534663	0.687035280407434	0	0	troponin T, skeletal muscle	Q9XZ71.1	1.48e-30	T22E5.5.2	2.67e-26	up-PT	1.53e-23	XP_030834105.1	5.38e-05
LOC105331851	uncharacterized LOC105331851	5	0.279285302061602	4.01321745510758	0.748230535894843	0.373261032079627	0.287588161266247	5.91670198582927e-146	3.16607456623313e-140	uncharacterized LOC105331851	Q86Y13.2	8.39e-12	B0432.13.2	4.03e-07	CG13605-PB	9.61e-09	XP_030856305.1	1.8e-18
LOC105337334	mRNA turnover protein 4 homolog	6	0.192105742881759	3.36690116869393	0.919137466307278	0.209006541375756	0.252260377659714	1.12442749805224e-78	6.01690149627736e-73	mRNA turnover protein 4 homolog	Q9UKD2.2	3.68e-100	F10E7.5.2	4.16e-65	RpLP0-like-PA	2.85e-84	XP_030830115.1	8.57e-101
LOC105334278	beta-1,3-galactosyltransferase brn	13	0.262251752979209	1.61745294226071	0.931034482758621	0.281677808755447	0.265466510329575	3.25839091576184e-16	1.74359104615149e-10	beta-1,3-galactosyltransferase brn	Q24157.2	1.17e-43	T12G3.8a.1	1.43e-21	brn-PA	1.19e-39	XP_797855.3	1.08e-33
LOC105330366	calpain-9	4	0.192336943541642	0.485148946312252	0.297191887675507	0.647181001628306	0.13511245636853	6.85724256963836e-77	3.66936535695404e-71	calpain-9	O14815.1	2.97e-145	Y77E11A.11a.2	2e-115	CalpB-PB	2.14e-134	XP_030855129.1	5.24e-130
LOC105334161	uncharacterized LOC105334161	11	0.495249041406003	9.66448562298929	0.787234042553192	0.629100133677895	0.49744881296797	6.49185202086541e-41	3.47384195118125e-35	uncharacterized LOC105334161	A5HWA8.1	0.13	Y48C3A.17d.1	0.012	mesh-PE	1.3	XP_030852765.1	3.5
LOC105322223	MAM and LDL-receptor class A domain-containing protein 1	9	0.512087703635771	1.88681176658534	0.884476534296029	0.57897262819228	0.61567305329829	5.75770448851487e-162	3.08099373344021e-156	MAM and LDL-receptor class A domain-containing protein 1	B3EWZ5.1	3.77e-31	T07H6.5b.1	3.8e-05	Sr-CIV-PA	1.81e-29	XP_798365.4	3.7e-31
LOC117692396	uncharacterized LOC117692396_ncRNA	6	0.261989061501182	1.32802211743723	0.582210242587601	0.449990471374716	0.309334763594485	2.99677026724181e-96	1.60359574416323e-90	uncharacterized LOC117692396_ncRNA	""		""		""		""	
LOC105347313	enolase-phosphatase E1	9	0.534916895969304	8.13391817455292	0.924187725631769	0.578796797591786	0.624804472796269	2.18705513995658e-164	1.17031070183189e-158	enolase-phosphatase E1	Q9BT23.1	4.64e-24	T04C9.4a.2	1.58e-09	CG33521-PA	5.87e-10	XP_030849231.1	1.01e-17
LOC105333626	mucin-5AC	13	0.317793352875832	1.76096925332697	0.689655172413793	0.460800361669957	0.280678146555118	4.68202624167229e-17	2.50538969812878e-11	mucin-5AC	""		T23B5.3a.1	0.019	CG31189-PB	6.1	XP_030841206.1	4.7
LOC105333627	tetraspanin-9	13	0.376450048388719	2.5008242279971	0.931034482758621	0.404335237158254	0.385998251126512	7.01368749848241e-23	3.75308028993792e-17	tetraspanin-9	Q0VC33.1	3.23e-26	F33C8.3.1	4.69e-19	Tsp96F-PC	1.46e-17	XP_030845566.1	8.18e-37
LOC105333628	calumenin	10	0.215802943671927	5.68671409396854	0.794117647058824	0.271751854994278	0.168653072539389	8.19867242153011e-34	4.38717520214014e-28	calumenin	Q6XLQ7.2	1.16e-124	M03F4.7a.2	2.05e-101	scf-PA	8.13e-106	XP_003728895.1	2.17e-121
LOC105333630	33 kDa inner dynein arm light chain, axonemal	11	0.558414868911307	23.043431368467	1	0.558414868911307	0.805833862552158	2.31272360209196e-65	1.23755690126823e-59	33 kDa inner dynein arm light chain, axonemal	Q26630.1	2.9e-159	F41G4.1.1	7.43e-52	Dnali1-PA	3.37e-84	NP_999680.1	4.23e-160
LOC105333051	ALX homeobox protein 1	5	0.374056998474528	12.8532352982486	0.448938321536906	0.833203539394837	0.243771156963994	1.09663253734619e-123	5.86816843794245e-118	ALX homeobox protein 1	Q15699.2	9.83e-53	R08B4.2.1	3.2e-28	Pph13-PA	1.39e-27	XP_030844644.1	9.74e-59
LOC105333082	uncharacterized LOC105333082	9	0.577703644909759	2.95540652137077	0.956678700361011	0.603863809962276	0.700509760044254	1.65489535097857e-184	8.85547741471442e-179	uncharacterized LOC105333082	Q82JX7.1	1.6	Y41G9A.4b.1	2.4	""		XP_030854891.1	0.096
LOC105319166	ras and EF-hand domain-containing protein homolog	2	0.170080541729595	2.91645209726798	0.672923272035511	0.252748788454175	0.1265630304201	1.12923219613567e-128	6.04261182009768e-123	ras and EF-hand domain-containing protein homolog	A1A600.2	1.57e-65	4R79.2b.1	1.97e-69	Rab8-PC	2.12e-45	XP_030833265.1	1.09e-91
LOC105341864	protein FAM167A	3	0.220064760587363	1.57704412085811	0.596273291925466	0.369066942235056	0.205496499223503	2.01792818585119e-122	1.07980951567446e-116	protein FAM167A	Q0V7M8.1	1.41e-25	R06A4.9b.1	1.6	CG7304-PB	0.14	XP_030829897.1	4.25e-23
