gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	gene_ID	unitpro	up_evalue	cel	cel_evalue	dmel	dmel_evalue	spur_acc	spur_evalue
LOC105334171	two pore potassium channel protein sup-9	7	0.613407043117056	8.89250871564744	0.708108108108108	0.866261854783628	0.510894815234874	1.20478306225595e-158	6.44689054877659e-153	two pore potassium channel protein sup-9	O17185.2	2.25e-122	F34D6.3.1	1.98e-123	Task6-PE	6.87e-118	XP_030830349.1	3.1e-60
LOC105337692	uncharacterized LOC105337692	2	0.272688964249193	13.2647725254404	0.871147748890298	0.313022635478947	0.227201662177055	2.77118393495015e-232	1.48288269306331e-226	uncharacterized LOC105337692	C4JTH6.1	1.2	T05F1.4.1	5.7	RhoGAP18B-PD	2.9	XP_030830981.1	0.01
LOC105324775	RNA-binding protein 24-A	5	0.306390653147483	16.8774403930812	0.866531850353893	0.353582679069849	0.390077871025469	1.65498896539675e-198	8.85597835295522e-193	RNA-binding protein 24-A	Q6GQD3.1	4.62e-63	T22B2.4a.1	4.15e-52	sqd-PA	2.97e-14	XP_030830713.1	6.28e-47
LOC105328352	serine/arginine-rich splicing factor 7	14	0.179566577153313	17.2960693381005	1	0.179566577153313	0.195566255631001	1.47556119164192e-10	7.89584598137127e-05	serine/arginine-rich splicing factor 7	Q16629.1	4.25e-47	C33H5.12a.1	6.16e-26	x16-PB	2.07e-30	XP_030856427.1	2.47e-34
LOC105318857	uncharacterized LOC105318857	6	0.550483426649229	5.78464396058166	0.808625336927224	0.680764504289547	0.603396967963341	6.02352408237322e-188	3.22323592467057e-182	uncharacterized LOC105318857	Q9PTU3.1	0.99	C27A2.6.1	0.38	""		XP_030851525.1	3.2
LOC105348570	troponin T, skeletal muscle	5	0.754692391670973	36.4302114041897	0.906976744186047	0.832096739534663	0.680507327667464	0	0	troponin T, skeletal muscle	Q9XZ71.1	1.48e-30	T22E5.5.2	2.67e-26	up-PT	1.53e-23	XP_030834105.1	5.38e-05
LOC105331851	uncharacterized LOC105331851	5	0.279285302061602	4.01321745510758	0.748230535894843	0.373261032079627	0.280325753539846	2.95790330905073e-142	1.58279772389952e-136	uncharacterized LOC105331851	Q86Y13.2	8.39e-12	B0432.13.2	4.03e-07	CG13605-PB	9.61e-09	XP_030856305.1	1.8e-18
LOC105330366	calpain-9	4	0.192336943541642	0.485148946312252	0.297191887675507	0.647181001628306	0.129786092515254	6.60693328176125e-74	3.5354228545367e-68	calpain-9	O14815.1	2.97e-145	Y77E11A.11a.2	2e-115	CalpB-PB	2.14e-134	XP_030855129.1	5.24e-130
LOC105334161	uncharacterized LOC105334161	11	0.495249041406003	9.66448562298929	0.787234042553192	0.629100133677895	0.503535444937048	2.14136883971413e-41	1.14586359708175e-35	uncharacterized LOC105334161	A5HWA8.1	0.13	Y48C3A.17d.1	0.012	mesh-PE	1.3	XP_030852765.1	3.5
LOC117692396	uncharacterized LOC117692396_ncRNA	6	0.261989061501182	1.32802211743723	0.582210242587601	0.449990471374716	0.300099502379058	2.11336585575056e-93	1.13087897633897e-87	uncharacterized LOC117692396_ncRNA	""		""		""		""	
LOC105333627	tetraspanin-9	13	0.376450048388719	2.5008242279971	0.931034482758621	0.404335237158254	0.349022006397304	7.75272097764711e-21	4.14854301690679e-15	tetraspanin-9	Q0VC33.1	3.23e-26	F33C8.3.1	4.69e-19	Tsp96F-PC	1.46e-17	XP_030845566.1	8.18e-37
LOC105333628	calumenin	10	0.215802943671927	5.68671409396854	0.794117647058824	0.271751854994278	0.163602601085683	7.57350613329398e-33	4.05264371997468e-27	calumenin	Q6XLQ7.2	1.16e-124	M03F4.7a.2	2.05e-101	scf-PA	8.13e-106	XP_003728895.1	2.17e-121
LOC105333630	33 kDa inner dynein arm light chain, axonemal	11	0.558414868911307	23.043431368467	1	0.558414868911307	0.805024630316569	2.68173478022262e-65	1.43501773477537e-59	33 kDa inner dynein arm light chain, axonemal	Q26630.1	2.9e-159	F41G4.1.1	7.43e-52	Dnali1-PA	3.37e-84	NP_999680.1	4.23e-160
LOC105333051	ALX homeobox protein 1	5	0.374056998474528	12.8532352982486	0.448938321536906	0.833203539394837	0.24047977009161	5.10571677606985e-122	2.73210989260919e-116	ALX homeobox protein 1	Q15699.2	9.83e-53	R08B4.2.1	3.2e-28	Pph13-PA	1.39e-27	XP_030844644.1	9.74e-59
LOC105333082	uncharacterized LOC105333082	9	0.577703644909759	2.95540652137077	0.956678700361011	0.603863809962276	0.722125531055772	2.85557622133739e-190	1.52804168064741e-184	uncharacterized LOC105333082	Q82JX7.1	1.6	Y41G9A.4b.1	2.4	""		XP_030854891.1	0.096
LOC105319166	ras and EF-hand domain-containing protein homolog	2	0.170080541729595	2.91645209726798	0.672923272035511	0.252748788454175	0.133811619148074	4.73831766269121e-136	2.53551168784737e-130	ras and EF-hand domain-containing protein homolog	A1A600.2	1.57e-65	4R79.2b.1	1.97e-69	Rab8-PC	2.12e-45	XP_030833265.1	1.09e-91
LOC105345833	guanine deaminase	4	0.312049358371945	6.10953568297093	0.650546021840874	0.479672994523781	0.231646349435851	2.58902256233516e-131	1.38540668528604e-125	guanine deaminase	Q5RAV9.1	1.69e-156	F38E11.3.1	1.41e-12	DhpD-PA	2.42e-114	XP_030855907.1	3.03e-141
LOC105319795	plastin-3	10	0.235292158293034	22.859195672022	0.958823529411765	0.245396729508073	0.309349593308135	9.41697076928486e-61	5.03909639441048e-55	plastin-3	Q63598.2	0	Y104H12BR.1a.1	7.08e-149	Fim-PA	0	XP_030848715.1	0
LOC105343207	uncharacterized LOC105343207	12	0.725563963112812	11.767919580647	0.9375	0.773934893987	0.774716762783055	1.15056644085506e-47	6.15677307033069e-42	uncharacterized LOC105343207	Q9GL77.1	1.6	R02E4.2.1	0.000879	tok-PC	0.19	XP_030830839.1	1.51e-05
LOC105341544	one cut domain family member 2	4	0.179254638293997	3.87341225390263	0.637285491419657	0.281278392035378	0.141559734996179	1.666686791773e-80	8.91857435772065e-75	one cut domain family member 2	O95948.2	1.47e-102	C17H12.9.1	1.5e-73	onecut-PB	1.02e-82	XP_030849030.1	2.32e-95
LOC105341544	one cut domain family member 2	7	0.322734632415379	6.22290556084797	0.797297297297297	0.404785810148102	0.339642741057537	1.87956263767062e-105	1.00576900391865e-99	one cut domain family member 2	O95948.2	1.47e-102	C17H12.9.1	1.5e-73	onecut-PB	1.02e-82	XP_030849030.1	2.32e-95
LOC105341857	APOBEC1 complementation factor	3	0.385027886882728	3.79318758841041	0.884057971014493	0.435523347457512	0.486184447843955	7.29861924980189e-293	3.90554954952299e-287	APOBEC1 complementation factor	Q9NQ94.1	0	F58D5.1a.2	1.52e-82	Syp-PC	2.21e-105	XP_781163.3	1.82e-162
LOC105347381	uncharacterized LOC105347381	1	0.603457645964072	210.832450977889	0.900550389068134	0.670098701071591	0.191192777773971	2.4171316518461e-175	1.29342648395606e-169	uncharacterized LOC105347381	P00625.2	0.89	F45C12.2.1	3	""		XP_795812.2	0.078
LOC105347378	uncharacterized LOC105347378	1	0.54347271698928	104.858260712832	0.830138546213703	0.654677125243831	0.197988776796052	1.2149669803397e-181	6.50138550915616e-176	uncharacterized LOC105347378	Q6BMF6.2	1.8	Y102A5B.2b.1	1.8	""		XP_003725656.2	4
LOC105318482	MDS1 and EVI1 complex locus protein EVI1-A	2	0.142106108792231	2.49838397219274	0.746353836398225	0.190400453326549	0.109320214204065	3.55151360855614e-111	1.90044334404726e-105	MDS1 and EVI1 complex locus protein EVI1-A	Q96SE7.2	2.19e-17	ZK337.2.1	1.36e-12	Phs-PA	4.54e-15	NP_999781.1	3.59e-18
LOC105320597	phospholipid phosphatase 3-like	12	0.663887514660909	17.5594829099623	1	0.663887514660909	0.844932139845996	7.52387017818835e-52	4.02608312331001e-46	phospholipid phosphatase 3-like	O14495.1	2.74e-33	F53C3.13a.1	1.16e-16	wun-PA	2.65e-24	XP_030848307.1	1.03e-28
LOC105320596	myoneurin	5	0.393846982528017	6.65892328034415	0.79474216380182	0.495565732468459	0.371920096034723	3.78633446976407e-189	2.02609786544651e-183	myoneurin	G5ED84.1	5.04e-08	W02G9.2b.1	3.45e-09	CG15097-PC	0.000183	XP_030836723.1	1.08e-15
LOC105320586	sodium/hydrogen exchanger 9B2	13	0.410915195923567	2.22539071247775	0.896551724137931	0.458328487760902	0.408220883408283	4.15204316312049e-24	2.22179151293108e-18	sodium/hydrogen exchanger 9B2	Q5BKR2.2	1.36e-113	F41E7.1.1	1.48e-40	Nha1-PB	3.54e-87	XP_030835794.1	3.35e-144
LOC105342897	DNA-binding protein RFX6	6	0.332794579601583	2.63967793834702	0.881401617250674	0.377574278385894	0.51526201226294	2.97260402551647e-160	1.59066419488607e-154	DNA-binding protein RFX6	Q5RJA1.2	0	F33H1.1b.1	2.23e-32	Rfx-PI	3.39e-68	XP_790469.2	0
LOC105336172	uncharacterized LOC105336172	5	0.270470843055691	2.49141168484243	0.440849342770475	0.613522164637795	0.205490541135116	2.51183551127393e-104	1.34410327676677e-98	uncharacterized LOC105336172	A6LTM7.1	2.2	K08E5.3a.1	4.2	mab-21-PA	0.011	XP_030834105.1	1.3
LOC105317153	uncharacterized LOC105317153	3	0.358537398245159	0.798677568527219	0.538302277432712	0.666052166740045	0.274175896026319	1.76035822092745e-163	9.41981766884049e-158	uncharacterized LOC105317153	O06743.1	0.003	T24A6.20.1	6.2e-12	san-PA	7.6	XP_030849959.1	1.91e-12
LOC105341161	protein FAM234A	3	0.404375330073116	1.26026515113319	0.657004830917875	0.615483039155405	0.399232552344784	2.64762515278314e-239	1.41676540025548e-233	protein FAM234A	A2RU67.1	1.52e-28	F20A1.9.1	6.9	CG6184-PE	1.62e-52	XP_030833671.1	2.44e-56
LOC105342289	ETS-related transcription factor Elf-2	9	0.626490127195515	3.00660398721109	0.924187725631769	0.677881895442022	0.700496125615743	1.668795557121e-184	8.92985852979904e-179	ETS-related transcription factor Elf-2	Q99607.1	6.42e-09	C42D8.4a.1	1.23e-08	Ets98B-PB	3.17e-09	NP_999699.1	1.56e-09
LOC105334182	fasciclin-1	13	0.339586449189646	1.93282144628677	0.96551724137931	0.351714536660705	0.32347105056126	2.0057862731023e-19	1.07331228102722e-13	fasciclin-1	P10675.1	1.06e-18	F26E4.7a.1	2.26e-18	Fas1-PF	8.65e-17	XP_030855602.1	9.73e-10
LOC105331878	uncharacterized LOC105331878	2	0.1413657260506	2.90295362644745	0.525808497146481	0.268854015897005	0.107234977062418	4.58843965420865e-109	2.45531076648428e-103	uncharacterized LOC105331878	O50580.1	7.4	F10A3.3.1	0.25	CG42264-PB	8.6	XP_030839847.1	2.2
LOC105324617	zinc finger protein 473 homolog	14	0.24198920015344	9.08172207306485	0.956521739130435	0.252988709251323	0.222408618770882	8.25664626860172e-12	4.41819747149893e-06	zinc finger protein 473 homolog	A3KN32.1	1.13e-45	Y55F3AM.14.2	3.71e-34	CG12299-PA	1.85e-41	XP_030833948.1	1.81e-44
LOC105324593	uncharacterized LOC105324593	12	0.73957823769892	11.9596889603121	0.9375	0.788883453545515	0.7847640825621	2.89939894567037e-48	1.55149157101978e-42	uncharacterized LOC105324593	Q5E9J9.1	0.38	K02B12.1.1	3	Atg17-PC	2.9	XP_030834364.1	8.8
LOC105326681	U1 small nuclear ribonucleoprotein A	7	0.491020849132834	24.2439136529689	0.883783783783784	0.555589339997396	0.427935034874195	8.56034266366827e-133	4.5807078420702e-127	U1 small nuclear ribonucleoprotein A	Q01617.4	1.24e-62	F46A9.6.3	1.06e-29	cpo-PY	2.21e-60	XP_030828402.1	3.12e-100
LOC117688074	uncharacterized LOC117688074	9	0.603687739158466	0.635629826324323	0.671480144404332	0.899040342725242	0.527917815111545	8.9052765196557e-139	4.76528470787992e-133	uncharacterized LOC117688074	Q9YW29.1	2.4	K07F5.6.1	3	CG3700-PA	6.2	XP_030854178.1	4
LOC105342498	acidic leucine-rich nuclear phosphoprotein 32 family member A	14	0.198293545678817	23.3598808088412	1	0.198293545678817	0.259730455381308	1.51336857161314e-13	8.09815629618764e-08	acidic leucine-rich nuclear phosphoprotein 32 family member A	Q28XE2.2	1.35e-64	T19H12.2.1	3.91e-25	Mapmodulin-PA	2.84e-52	XP_011672921.1	1.75e-48
LOC105320214	uncharacterized LOC105320214	1	0.407176701281568	6.89987864035491	0.88176124501803	0.461776590411662	0.41913264933075	0	0	uncharacterized LOC105320214	Q501P1.1	0.013	K03H1.5.1	0.025	CG9095-PA	0.007	XP_030845903.1	0.001
LOC105334159	tight junction protein ZO-1	6	0.247643937508991	4.06540313912092	0.894878706199461	0.276734641011553	0.337181153566047	7.53807877710108e-105	4.03368625825701e-99	tight junction protein ZO-1	O97758.1	6.04e-94	Y105E8A.26d.1	3.06e-74	pyd-PF	1.31e-121	XP_030856029.1	2.9e-81
LOC105323998	neurogenic locus notch homolog protein 1	13	0.364838575530811	8.34214194565833	0.724137931034483	0.503824699542548	0.366945151459429	7.92112681427273e-22	4.23865832733185e-16	neurogenic locus notch homolog protein 1	P10079.2	9.64e-86	F47C12.2.1	1.54e-71	N-PB	5.37e-74	XP_030854981.1	4.83e-92
LOC105334968	uncharacterized LOC105334968	5	0.300636637880656	1.03050262479919	0.378159757330637	0.794999023700452	0.196653684264387	7.19327424034119e-100	3.84917859220049e-94	uncharacterized LOC105334968	Q4V8G0.1	1.2	B0240.2.1	1.1	CG13360-PA	3.9	XP_030834446.1	1.8
LOC105334681	toll-like receptor 7	1	0.369524732904146	1.17362169467912	0.672992977794648	0.549076654729821	0.307886338335227	7.30513122070064e-285	3.90903415724668e-279	toll-like receptor 7	Q7KIN0.1	2.62e-53	C56E6.6.1	1.09e-33	Toll-7-PA	8.67e-45	XP_011684156.2	3.04e-33
LOC105334677	uncharacterized LOC105334677	7	0.388731210769643	1.92691454878773	0.483783783783784	0.803522614440043	0.310856282687797	1.41687772322368e-96	7.58182604718777e-91	uncharacterized LOC105334677	O60320.4	1.41e-05	F43D9.1.1	0.33	CG13921-PB	8.15e-09	XP_001183561.3	8.99e-06
LOC105326722	glycine-rich cell wall structural protein	13	0.440777288050635	5.75547528031557	0.862068965517241	0.511301654138736	0.434329126394759	1.50050065238179e-25	8.02929903094712e-20	glycine-rich cell wall structural protein	Q9QZ04.2	0.000107	Y53H1C.2c.1	2.12e-06	""		XP_030831660.1	0.008
LOC105323913	valine-rich protein-like	13	0.450794204571882	8.82682638916184	1	0.450794204571882	0.458762274451951	6.71365912578047e-27	3.59253270747814e-21	valine-rich protein-like	H2A0K6.1	1.97e-37	B0491.8c.1	0.63	""		XP_030833450.1	0.6
LOC105326721	mantle protein	13	0.453647641673423	9.72327705576231	1	0.453647641673423	0.457148058259616	8.24320552814848e-27	4.41100522375647e-21	mantle protein	P86948.1	3.54e-42	F26A3.8a.1	3.1	CG11970-PB	0.29	XP_030846345.1	2.2
LOC105331756	apolipoprotein D	13	0.358038608117348	2.10044241624977	0.827586206896552	0.432629984808463	0.371189528444147	4.61558651613658e-22	2.46983726947681e-16	apolipoprotein D	P05090.1	1.6e-23	Y48B6A.6a.2	3.8	NLaz-PC	5.14e-25	XP_030842932.1	4.59e-24
LOC105319410	PE-PGRS family protein PE_PGRS16	13	0.457740204866655	5.06418754090772	1	0.457740204866655	0.428783088708808	3.03762463467032e-25	1.62545724300916e-19	PE-PGRS family protein PE_PGRS16	Q9I7U4.3	5.1	F32A5.1b.1	1.2	CG15040-PA	1.9	XP_030833604.1	2.5
