gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	gene_ID	unitpro	up_evalue	cel	cel_evalue	dmel	dmel_evalue	spur_acc	spur_evalue
LOC105325948	transient receptor potential cation channel subfamily M member-like 2	3	0.524882610571117	9.98874339849292	0.92615596963423	0.566732416332003	0.595889682785641	0	0	transient receptor potential cation channel subfamily M member-like 2	A7T1N0.1	1.02e-97	ZK512.3.1	1.34e-59	Trpm-PJ	5.4e-34	XP_030829334.1	8.19e-84
LOC105332280	uncharacterized LOC105332280	7	0.467283907878058	5.18379911867933	0.564864864864865	0.82724902351618	0.36057677922465	6.41279885329504e-112	3.431539968789e-106	uncharacterized LOC105332280	B4MQJ1.2	9.68e-15	F57B1.1.1	2.8	qvr-PB	3.19e-14	XP_030848427.1	0.011
LOC105318289	centrosome and spindle pole-associated protein 1	11	0.531936760096108	22.6047003059134	1	0.531936760096108	0.789699289837829	4.42421282783551e-64	2.3674316778774e-58	centrosome and spindle pole-associated protein 1	B2RX88.2	0.007	F47D12.4c.2	1.5	CG15563-PA	0.000416	XP_001195971.3	5.07e-16
LOC105346986	trichohyalin	5	0.59680895421899	11.3230105897197	0.719919110212336	0.828994460284524	0.462075280964652	7.87852854082035e-236	4.2158636504213e-230	trichohyalin	Q7M3Y3.2	1.19e-35	W03F8.1.2	5.33e-24	wupA-PB	2.81e-11	XP_030845572.1	9.73e-11
LOC105347950	uncharacterized LOC105347950	6	0.4949946308568	5.28652447778732	0.873315363881402	0.566799407555163	0.626641089399927	2.787489525328e-195	1.49160794491922e-189	uncharacterized LOC105347950	A6LLK6.1	2.4	ZK112.7.1	3	CG42749-PB	4.45e-48	XP_030832622.1	2
LOC105339970	uncharacterized LOC105339970	10	0.249032976969996	10.0106813983802	0.888235294117647	0.280368252217876	0.377866199919673	6.45711923117352e-74	3.4552561575548e-68	uncharacterized LOC105339970	A8F3J8.1	0.39	F41A4.1.1	0.47	CG42346-PD	4.8	XP_030854963.1	0.96
LOC105339977	uncharacterized LOC105339977	10	0.256508983556801	16.5111006868697	0.952941176470588	0.269176093855902	0.444481219781607	9.48889343277682e-87	5.07758278702634e-81	uncharacterized LOC105339977	Q07E01.1	2.4	D2092.4.1	2.7	kek4-PC	1.6	""	
LOC105332609	uncharacterized LOC105332609_ncRNA	10	0.35531234112812	13.7171940692435	0.905882352941176	0.392227909037535	0.456826661288504	3.93611050899801e-89	2.10624422224891e-83	uncharacterized LOC105332609_ncRNA	""		""		""		""	
LOC105332606	transcription factor GATA-4	14	0.440326817554531	19.0968712996271	0.956521739130435	0.460341672897919	0.471332986638064	2.38147367226207e-23	1.27434561381681e-17	transcription factor GATA-4	Q91677.1	1.42e-86	W09C2.1b.1	4.89e-47	pnr-PD	5.74e-63	NP_001005725.1	2.14e-68
LOC105332606	transcription factor GATA-4	6	0.289801647237211	10.9112371776625	0.973045822102426	0.297829393698076	0.617521327976	2.1110161139768e-192	1.1296216107179e-186	transcription factor GATA-4	Q91677.1	1.42e-86	W09C2.1b.1	4.89e-47	pnr-PD	5.74e-63	NP_001005725.1	2.14e-68
LOC105319359	myb-like protein X	14	0.226614969360122	180.542730325012	1	0.226614969360122	0.505432771291293	6.31424497199765e-25	3.37880299847572e-19	myb-like protein X	""		Y54F10AL.1a.1	1.2	""		XP_030847674.1	0.44
LOC105322006	protein unc-45 homolog B	5	0.349704311229436	4.51153643137855	0.787664307381193	0.443976333512082	0.355550559887773	9.94807073521859e-181	5.32329223498135e-175	protein unc-45 homolog B	D7REX8.1	0	F30H5.1.1	4.63e-162	unc-45-PB	0	XP_797752.4	0
LOC105333225	T-box brain protein 1	4	0.280635276673895	2.20729685874058	0.37207488299532	0.754244076930678	0.169765424453528	2.38029004589144e-96	1.27371224587688e-90	T-box brain protein 1	Q64336.2	1.91e-91	F21H11.3.2	6.33e-55	byn-PC	1.92e-60	XP_791266.2	1.23e-90
LOC105323125	uncharacterized LOC105323125	2	0.169134083762156	4.62051793839916	0.865948002536462	0.195316674057498	0.192254711103105	5.20441336296564e-196	2.78492322582982e-190	uncharacterized LOC105323125	Q5SW96.3	0.005	F46C5.8.2	4.7	CG14968-PA	3.85e-24	XP_003724780.2	6.8e-10
LOC105330942	uncharacterized LOC105330942	13	0.381887442683043	3.01659457038931	0.827586206896552	0.461447326575344	0.288231160377201	1.78747168420615e-17	9.56490397992184e-12	uncharacterized LOC105330942	Q06002.3	0.022	F36H1.3.1	2.4	""		XP_030843518.1	0.19
LOC105332654	zinc finger protein 1-like	10	0.482167091315583	18.2157376688396	0.929411764705882	0.518787376731956	0.567593100551028	1.46192704704194e-110	7.82288858288521e-105	zinc finger protein 1-like	G5EBU4.1	1.06e-45	F28F9.1.1	9.38e-47	zfh1-PA	1.63e-40	XP_799337.3	2.47e-36
LOC105344648	elongation of very long chain fatty acids protein 4	12	0.678285954259707	75.2787702664086	1	0.678285954259707	0	1	1	elongation of very long chain fatty acids protein 4	Q3S8M4.1	1.05e-111	F56H11.3.1	1.14e-18	CG31522-PF	9.37e-68	XP_030845097.1	2.18e-106
LOC105344649	elongation of very long chain fatty acids protein 4	12	0.688660554832525	16.6188024164641	1	0.688660554832525	0.894424062441463	8.41951726957217e-55	4.50535104708623e-49	elongation of very long chain fatty acids protein 4	Q9EQC4.2	1.59e-90	F56H11.4a.1	6.4e-20	CG31522-PF	2.72e-76	XP_030845095.1	4.71e-106
LOC105344655	uncharacterized LOC105344655	9	0.639450191350876	1.26213413614616	0.848375451263538	0.75373490640082	0.640964202386958	1.13000657091924e-168	6.04675556151453e-163	uncharacterized LOC105344655	B0UJ78.1	1.8	Y45F10D.13a.1	1.5	ksr-PD	4.9	XP_800040.1	1.6
LOC105334171	two pore potassium channel protein sup-9	7	0.613407043117056	8.89250871564744	0.708108108108108	0.866261854783628	0.515854632159181	3.39069371846254e-160	1.81438733429905e-154	two pore potassium channel protein sup-9	O17185.2	2.25e-122	F34D6.3.1	1.98e-123	Task6-PE	6.87e-118	XP_030830349.1	3.1e-60
LOC105337692	uncharacterized LOC105337692	2	0.272688964249193	13.2647725254404	0.871147748890298	0.313022635478947	0.22789128013431	5.29207989520261e-233	2.83183428856208e-227	uncharacterized LOC105337692	C4JTH6.1	1.2	T05F1.4.1	5.7	RhoGAP18B-PD	2.9	XP_030830981.1	0.01
LOC105318857	uncharacterized LOC105318857	6	0.550483426649229	5.78464396058166	0.808625336927224	0.680764504289547	0.596517644277927	8.87380634821402e-186	4.74844476738011e-180	uncharacterized LOC105318857	Q9PTU3.1	0.99	C27A2.6.1	0.38	""		XP_030851525.1	3.2
LOC105348570	troponin T, skeletal muscle	5	0.754692391670973	36.4302114041897	0.906976744186047	0.832096739534663	0.681320707594537	0	0	troponin T, skeletal muscle	Q9XZ71.1	1.48e-30	T22E5.5.2	2.67e-26	up-PT	1.53e-23	XP_030834105.1	5.38e-05
LOC105330366	calpain-9	4	0.192336943541642	0.485148946312252	0.297191887675507	0.647181001628306	0.134053200939051	2.68965554248779e-76	1.43925619802956e-70	calpain-9	O14815.1	2.97e-145	Y77E11A.11a.2	2e-115	CalpB-PB	2.14e-134	XP_030855129.1	5.24e-130
LOC105333627	tetraspanin-9	13	0.376450048388719	2.5008242279971	0.931034482758621	0.404335237158254	0.310843692094323	1.00183622021453e-18	5.36090576126558e-13	tetraspanin-9	Q0VC33.1	3.23e-26	F33C8.3.1	4.69e-19	Tsp96F-PC	1.46e-17	XP_030845566.1	8.18e-37
LOC105333630	33 kDa inner dynein arm light chain, axonemal	11	0.558414868911307	23.043431368467	1	0.558414868911307	0.73547354515572	8.93662102478023e-60	4.7820574033281e-54	33 kDa inner dynein arm light chain, axonemal	Q26630.1	2.9e-159	F41G4.1.1	7.43e-52	Dnali1-PA	3.37e-84	NP_999680.1	4.23e-160
LOC105333051	ALX homeobox protein 1	5	0.374056998474528	12.8532352982486	0.448938321536906	0.833203539394837	0.237765923643758	1.21026499116485e-120	6.47622478892241e-115	ALX homeobox protein 1	Q15699.2	9.83e-53	R08B4.2.1	3.2e-28	Pph13-PA	1.39e-27	XP_030844644.1	9.74e-59
LOC105319166	ras and EF-hand domain-containing protein homolog	2	0.170080541729595	2.91645209726798	0.672923272035511	0.252748788454175	0.131701349711824	6.67803050732314e-134	3.57346754871267e-128	ras and EF-hand domain-containing protein homolog	A1A600.2	1.57e-65	4R79.2b.1	1.97e-69	Rab8-PC	2.12e-45	XP_030833265.1	1.09e-91
LOC105345833	guanine deaminase	4	0.312049358371945	6.10953568297093	0.650546021840874	0.479672994523781	0.23220467552109	1.24846706960652e-131	6.68064716683008e-126	guanine deaminase	Q5RAV9.1	1.69e-156	F38E11.3.1	1.41e-12	DhpD-PA	2.42e-114	XP_030855907.1	3.03e-141
LOC105343207	uncharacterized LOC105343207	12	0.725563963112812	11.767919580647	0.9375	0.773934893987	0.763239962859524	5.55414885701307e-47	2.97206948657855e-41	uncharacterized LOC105343207	Q9GL77.1	1.6	R02E4.2.1	0.000879	tok-PC	0.19	XP_030830839.1	1.51e-05
LOC105341857	APOBEC1 complementation factor	3	0.385027886882728	3.79318758841041	0.884057971014493	0.435523347457512	0.494882829841264	2.92636204009721e-298	1.56591973855234e-292	APOBEC1 complementation factor	Q9NQ94.1	0	F58D5.1a.2	1.52e-82	Syp-PC	2.21e-105	XP_781163.3	1.82e-162
LOC105347381	uncharacterized LOC105347381	1	0.603457645964072	210.832450977889	0.900550389068134	0.670098701071591	0.199953632898906	1.82679043958414e-183	9.77530178544987e-178	uncharacterized LOC105347381	P00625.2	0.89	F45C12.2.1	3	""		XP_795812.2	0.078
LOC105347378	uncharacterized LOC105347378	1	0.54347271698928	104.858260712832	0.830138546213703	0.654677125243831	0.193221509042039	3.19164263325481e-177	1.70787350619572e-171	uncharacterized LOC105347378	Q6BMF6.2	1.8	Y102A5B.2b.1	1.8	""		XP_003725656.2	4
LOC105320596	myoneurin	5	0.393846982528017	6.65892328034415	0.79474216380182	0.495565732468459	0.381372119117826	5.11477569103205e-194	2.73695739047678e-188	myoneurin	G5ED84.1	5.04e-08	W02G9.2b.1	3.45e-09	CG15097-PC	0.000183	XP_030836723.1	1.08e-15
LOC105320586	sodium/hydrogen exchanger 9B2	13	0.410915195923567	2.22539071247775	0.896551724137931	0.458328487760902	0.367730876457827	7.16743568932037e-22	3.83535217684085e-16	sodium/hydrogen exchanger 9B2	Q5BKR2.2	1.36e-113	F41E7.1.1	1.48e-40	Nha1-PB	3.54e-87	XP_030835794.1	3.35e-144
LOC105342897	DNA-binding protein RFX6	6	0.332794579601583	2.63967793834702	0.881401617250674	0.377574278385894	0.544460536759859	2.08446038821278e-169	1.11541142941577e-163	DNA-binding protein RFX6	Q5RJA1.2	0	F33H1.1b.1	2.23e-32	Rfx-PI	3.39e-68	XP_790469.2	0
LOC105317153	uncharacterized LOC105317153	3	0.358537398245159	0.798677568527219	0.538302277432712	0.666052166740045	0.280735020738663	2.00988761242623e-167	1.07550694051017e-161	uncharacterized LOC105317153	O06743.1	0.003	T24A6.20.1	6.2e-12	san-PA	7.6	XP_030849959.1	1.91e-12
LOC105341161	protein FAM234A	3	0.404375330073116	1.26026515113319	0.657004830917875	0.615483039155405	0.39908400834484	3.2640413824914e-239	1.74661465610221e-233	protein FAM234A	A2RU67.1	1.52e-28	F20A1.9.1	6.9	CG6184-PE	1.62e-52	XP_030833671.1	2.44e-56
LOC105342289	ETS-related transcription factor Elf-2	9	0.626490127195515	3.00660398721109	0.924187725631769	0.677881895442022	0.691912539923896	3.22612122964593e-182	1.72632327895338e-176	ETS-related transcription factor Elf-2	Q99607.1	6.42e-09	C42D8.4a.1	1.23e-08	Ets98B-PB	3.17e-09	NP_999699.1	1.56e-09
LOC105324617	zinc finger protein 473 homolog	14	0.24198920015344	9.08172207306485	0.956521739130435	0.252988709251323	0.213003323042211	2.26577315714123e-11	1.21243334257153e-05	zinc finger protein 473 homolog	A3KN32.1	1.13e-45	Y55F3AM.14.2	3.71e-34	CG12299-PA	1.85e-41	XP_030833948.1	1.81e-44
LOC105324593	uncharacterized LOC105324593	12	0.73957823769892	11.9596889603121	0.9375	0.788883453545515	0.769213711662266	2.44766883444735e-47	1.30976717466345e-41	uncharacterized LOC105324593	Q5E9J9.1	0.38	K02B12.1.1	3	Atg17-PC	2.9	XP_030834364.1	8.8
LOC105326681	U1 small nuclear ribonucleoprotein A	7	0.491020849132834	24.2439136529689	0.883783783783784	0.555589339997396	0.460435690167498	6.66339276881965e-143	3.56563477773755e-137	U1 small nuclear ribonucleoprotein A	Q01617.4	1.24e-62	F46A9.6.3	1.06e-29	cpo-PY	2.21e-60	XP_030828402.1	3.12e-100
LOC105342498	acidic leucine-rich nuclear phosphoprotein 32 family member A	14	0.198293545678817	23.3598808088412	1	0.198293545678817	0.23853515391833	1.46489398494575e-12	7.83876490496348e-07	acidic leucine-rich nuclear phosphoprotein 32 family member A	Q28XE2.2	1.35e-64	T19H12.2.1	3.91e-25	Mapmodulin-PA	2.84e-52	XP_011672921.1	1.75e-48
LOC105320214	uncharacterized LOC105320214	1	0.407176701281568	6.89987864035491	0.88176124501803	0.461776590411662	0.420888942607751	0	0	uncharacterized LOC105320214	Q501P1.1	0.013	K03H1.5.1	0.025	CG9095-PA	0.007	XP_030845903.1	0.001
LOC105334677	uncharacterized LOC105334677	7	0.388731210769643	1.92691454878773	0.483783783783784	0.803522614440043	0.301574918056596	1.02276530976936e-93	5.47289899380062e-88	uncharacterized LOC105334677	O60320.4	1.41e-05	F43D9.1.1	0.33	CG13921-PB	8.15e-09	XP_001183561.3	8.99e-06
LOC105326722	glycine-rich cell wall structural protein	13	0.440777288050635	5.75547528031557	0.862068965517241	0.511301654138736	0.409128355256371	3.69942820173945e-24	1.97959362617639e-18	glycine-rich cell wall structural protein	Q9QZ04.2	0.000107	Y53H1C.2c.1	2.12e-06	""		XP_030831660.1	0.008
LOC105323913	valine-rich protein-like	13	0.450794204571882	8.82682638916184	1	0.450794204571882	0.454924944904322	1.09359700832311e-26	5.85192507929762e-21	valine-rich protein-like	H2A0K6.1	1.97e-37	B0491.8c.1	0.63	""		XP_030833450.1	0.6
LOC105326721	mantle protein	13	0.453647641673423	9.72327705576231	1	0.453647641673423	0.430935491778297	2.31025156617192e-25	1.23623409507112e-19	mantle protein	P86948.1	3.54e-42	F26A3.8a.1	3.1	CG11970-PB	0.29	XP_030846345.1	2.2
LOC105319410	PE-PGRS family protein PE_PGRS16	13	0.457740204866655	5.06418754090772	1	0.457740204866655	0.387025932147878	6.15411797033618e-23	3.29311775887065e-17	PE-PGRS family protein PE_PGRS16	Q9I7U4.3	5.1	F32A5.1b.1	1.2	CG15040-PA	1.9	XP_030833604.1	2.5
LOC105333510	spermatogenesis-associated protein 17	11	0.506506268216983	10.1010266645631	0.957446808510638	0.529017657915516	0.616224875846055	2.5551010124785e-50	1.36725499258534e-44	spermatogenesis-associated protein 17	Q96L03.1	1.05e-80	T05C1.4a.1	0.041	CG18063-PE	5.03e-05	XP_030855284.1	3.57e-127
LOC105327632	deleted in malignant brain tumors 1 protein	13	0.387991554200653	1.87292635266494	0.931034482758621	0.416731669326627	0.357745512625401	2.5541348511884e-21	1.36673799194972e-15	deleted in malignant brain tumors 1 protein	Q9UGM3.2	5.07e-159	C06B8.7.1	1.85e-05	teq-PD	3.81e-20	XP_030853316.1	0
LOC105326272	probable serine/threonine-protein kinase kinX	5	0.349156671725885	2.40543808391166	0.57633973710819	0.605817453222632	0.270104439409999	4.69277091490658e-137	2.51113925873383e-131	probable serine/threonine-protein kinase kinX	O88799.1	0.46	C56G2.1d.1	1.1	CG43233-PA	1.8	XP_030840729.1	2.51e-23
LOC105321527	peptidyl-prolyl cis-trans isomerase B	5	0.537803434776347	17.7709326864213	0.86046511627907	0.625014802577916	0.481678333654127	4.73503022180596e-246	2.53375255193014e-240	peptidyl-prolyl cis-trans isomerase B	P23284.2	6.39e-73	F31C3.1.2	9.46e-69	CG2852-PD	2.29e-68	XP_030829796.1	1.12e-70
LOC105321539	uncharacterized LOC105321539	8	0.63334602411402	7.93571812187449	0.867924528301887	0.729724766913979	0.62283666802111	1.08061062840334e-177	5.78243392143654e-172	uncharacterized LOC105321539	F4HRS2.2	0.59	Y27F2A.7.1	1.3	inaC-PA	0.35	XP_030835572.1	0.5
LOC105318190	silk gland factor 1	6	0.37518653327013	3.98964681747136	0.954177897574124	0.393203965658808	0.635947830481242	3.19761434688599e-198	1.71106901793347e-192	silk gland factor 1	O42097.1	1.38e-90	F38A6.1b.1	5.3e-57	fkh-PD	7.27e-73	NP_001073010.1	7.17e-95
LOC105349024	helicase-like transcription factor	8	0.361989791461269	1.92900614785901	0.518867924528302	0.697653052634446	0.312166371874993	4.35199161836782e-89	2.32878553092157e-83	helicase-like transcription factor	Q14527.2	0	F54E12.2.2	1.52e-60	lds-PA	1.14e-60	XP_030837525.1	0
LOC105320106	follistatin-related protein 3	2	0.204743079745997	3.78132989753299	0.57425491439442	0.356536922216694	0.138683882851784	5.12513593943439e-141	2.74250124227886e-135	follistatin-related protein 3	O95633.1	4.22e-09	F41G3.12.1	2.77e-06	CG32354-PA	0.000797	XP_783040.4	1.13e-09
LOC105326367	protein dead ringer homolog	10	0.372405342308778	2.89459666029737	0.5	0.744810684617557	0.318510039115924	1.64399873403095e-62	8.79716874569834e-57	protein dead ringer homolog	Q4H3P5.1	2.88e-82	T23D8.8.1	5.53e-70	retn-PC	5.03e-74	XP_011669570.1	1.97e-79
LOC105327296	allene oxide synthase-lipoxygenase protein	2	0.205133604528815	2.83983449509626	0.653138871274572	0.31407348965237	0.161459919964286	2.6161806292973e-164	1.39993918418202e-158	allene oxide synthase-lipoxygenase protein	O16025.1	1.52e-108	C13C4.7.2	0.000302	CG30048-PD	9.88e-05	XP_030849258.1	0
LOC105347275	double homeobox protein B	14	0.304300591966912	10.5360045406207	0.826086956521739	0.368363874486262	0.246538940148577	6.21409981398434e-13	3.32521452326153e-07	double homeobox protein B	Q93356.2	8.65e-09	C37E2.5a.3	7.62e-10	oc-PE	3.61e-07	XP_003727685.2	4.7e-08
LOC105347275	double homeobox protein B	6	0.30545415968554	8.74278807891604	0.956873315363881	0.319221107727705	0.531628216862503	2.21098063286071e-165	1.18311342448883e-159	double homeobox protein B	Q93356.2	8.65e-09	C37E2.5a.3	7.62e-10	oc-PE	3.61e-07	XP_003727685.2	4.7e-08
LOC105340413	isthmin-1	4	0.404642839908255	7.59920533166396	0.645865834633385	0.626512223142975	0.32911778823225	5.60421361418669e-187	2.99885953866021e-181	isthmin-1	Q5EGE1.1	1.24e-61	C02B4.1.1	0.000481	AdamTS-A-PE	0.033	XP_011682695.2	1.24e-48
LOC105348209	uncharacterized LOC105348209	12	0.664764435647407	26.7944825020791	0.96875	0.686208449700549	0.792823859526535	9.59578312199078e-49	5.13478031484224e-43	uncharacterized LOC105348209	Q9JLT0.1	3.51e-37	F20G4.3.1	1.28e-33	uif-PG	1.75e-06	XP_030834372.1	0
LOC105328000	calmodulin-A	11	0.573537572988273	8.2437049906752	0.872340425531915	0.657469900742654	0.56884477864662	1.44721688398991e-46	7.74417332358071e-41	calmodulin-A	P41041.1	1.72e-70	T21H3.3a.1	2.4e-69	Cam-PD	1.59e-60	XP_030854314.1	3.87e-70
LOC105328003	calmodulin	11	0.539677880304963	11.9685168790263	0.936170212765957	0.576474099416666	0.623439617729616	6.85041380111861e-51	3.66571122828897e-45	calmodulin	P04352.2	4.3e-27	T21H3.3a.1	8.22e-27	Cam-PD	1.97e-24	XP_011675927.1	2.57e-27
LOC105328005	calmodulin-A	14	0.337117978983669	5.05720568499848	0.782608695652174	0.430761862034689	0.290996153734719	5.34158834081194e-15	2.8583266538752e-09	calmodulin-A	P02594.2	1.23e-68	T21H3.3a.1	5.43e-69	Cam-PD	1.3e-68	XP_030854314.1	2.92e-70
LOC105328005	calmodulin-A	6	0.385985429614837	4.7050316079626	0.948787061994609	0.406819870417911	0.695974658361199	3.08440039271921e-217	1.65048732534719e-211	calmodulin-A	P02594.2	1.23e-68	T21H3.3a.1	5.43e-69	Cam-PD	1.3e-68	XP_030854314.1	2.92e-70
LOC105328008	calmodulin-A	7	0.575675247129266	4.04088224357593	0.648648648648649	0.887499339324286	0.460366797464223	7.00082125399537e-143	3.74619545958296e-137	calmodulin-A	Q95NR9.3	1.1e-83	T21H3.3a.1	1.45e-83	Cam-PD	9.14e-84	XP_001177619.1	7.29e-84
LOC105338027	forkhead box protein B1	2	0.255426177698487	11.1079707542643	0.509194673430564	0.501627748730404	0.133618755535572	7.44860597501044e-136	3.98580864607589e-130	forkhead box protein B1	Q64732.2	8.02e-53	F38A6.1b.1	9.33e-48	fkh-PD	4.64e-47	XP_003727565.2	6.06e-80
LOC105324613	chitin synthase chs-2	1	0.507459807149093	5.67461706186467	0.771493642057316	0.657762785699526	0.371546677455954	0	0	chitin synthase chs-2	G5EBQ8.1	0	F48A11.1b.1	0	kkv-PD	0	XP_030836433.1	0.63
LOC105335795	uncharacterized LOC105335795	4	0.182007194215606	14.622981585534	0.994539781591264	0.183006449399534	0.394136906013702	1.57240662540561e-224	8.41407364507546e-219	uncharacterized LOC105335795	""		C49H3.1.1	1.7	escl-PC	0.29	XP_030851350.1	5.4
LOC105329519	dynein light chain 1, axonemal	11	0.51371138487478	11.795622107494	0.936170212765957	0.548737161116242	0.564220513021556	3.36299102515189e-46	1.79956340148698e-40	dynein light chain 1, axonemal	Q05A62.2	8.76e-99	K10D2.8.1	1.62e-10	CG8800-PA	5.57e-65	XP_030855209.1	2.04e-88
LOC105336795	paired mesoderm homeobox protein 2	7	0.622036225685509	9.98331296244279	0.902702702702703	0.689082046418078	0.689205562991093	9.25914589777243e-215	4.95464304306521e-209	paired mesoderm homeobox protein 2	O97039.1	1.58e-25	F58E6.10a.1	3e-49	CG32532-PC	1.83e-69	XP_785238.2	1.47e-23
LOC105330091	dimethylaniline monooxygenase [N-oxide-forming] 5	14	0.198939732443429	7.67445373484568	0.695652173913044	0.28597586538743	0.107243097579358	2.0955399616979e-06	1	dimethylaniline monooxygenase [N-oxide-forming] 5	P49109.2	9.61e-156	F53F4.5a.1	5.12e-136	Fmo-2-PA	2.31e-49	XP_786100.3	8.08e-148
LOC105318132	keratin, type II cytoskeletal 2 epidermal-like	13	0.39908055832936	6.57440126645919	0.96551724137931	0.413333435412551	0.330591366612889	8.10021015137844e-20	4.33448725368382e-14	keratin, type II cytoskeletal 2 epidermal-like	P40477.1	0.003	T07D4.4a.1	2.6	""		XP_792448.4	1
LOC105330266	uncharacterized LOC105330266	1	0.434485701492955	35.0058084106816	0.993736951983299	0.437224056754466	0.792624334764211	0	0	uncharacterized LOC105330266	P55000.2	0.048	K04A8.9.1	0.34	CG7781-PB	2.64e-05	XP_030844860.1	0.012
LOC105334607	structural maintenance of chromosomes protein 5	8	0.443777916038539	7.17415792991176	0.880503144654088	0.504004918929483	0.514385688115922	1.49769288544266e-146	8.01427444543452e-141	structural maintenance of chromosomes protein 5	Q8CG46.1	0	C27A2.1.1	5.12e-101	SMC5-PF	5.25e-77	XP_030832464.1	0
LOC105341338	uncharacterized LOC105341338	3	0.338951063181816	15.0311508605855	0.98895790200138	0.342735583077775	0.560737124008509	0	0	uncharacterized LOC105341338	Q9I8X3.1	0.1	F28H7.11.1	1.3	""		XP_030844854.1	7.4
LOC105342811	galectin-4	3	0.337032945879304	2.29284206612683	0.750862663906142	0.448860972958742	0.3652196692501	1.52743271301112e-218	8.17341464193952e-213	galectin-4	O54891.1	7.99e-37	ZK892.1b.1	2.67e-33	galectin-PB	7.38e-14	XP_030855227.1	4.73e-38
LOC105346311	usherin-like	7	0.380419725226987	1.56826633790833	0.572972972972973	0.663940086481062	0.350774064307987	6.86321553482273e-109	3.67256153840792e-103	usherin-like	O75445.3	0	K08C7.3a.1	8.37e-95	LanA-PA	1.7e-81	XP_030854301.1	0
LOC105345931	homeobox protein prospero	4	0.480187212259048	6.76122401059254	0.668486739469579	0.718319727089964	0.387439600249941	1.20368609483622e-220	6.44102058835618e-215	homeobox protein prospero	P29617.3	5.33e-80	K12H4.1.1	3.04e-68	pros-PL	2.86e-80	XP_030854159.1	1.33e-76
LOC105317802	calmodulin-like protein 12	11	0.510793091608775	9.01987934084269	0.851063829787234	0.600181882640311	0.52405638905378	5.08781772140596e-43	2.7225319652661e-37	calmodulin-like protein 12	P27164.2	9.09e-45	T21H3.3a.1	1.63e-43	Cam-PD	1.59e-43	XP_011675926.1	1.07e-44
